i0,pa500,hfs,da,area,a/da,max_ip,dr,p,class
211.0,0.053930673886625,0.094247779607694,30.7534434582692,151.984577555321,4.94203446718272,14.2683744430542,27.2431236600497,217.130704027598,1
196.856714178959,0.020071286397935,0.090757121103705,28.5931261346611,82.0588885291781,2.86988166815746,7.96878337860107,27.6615159531426,200.749336434656,1
245.0,0.189019157990986,0.081681408993335,62.9029550922835,1235.98335588986,19.6490507334127,42.1520156860352,46.6903554272282,292.376238446337,1
352.656446778247,0.121998514714404,0.090757121103705,68.5278463866746,1066.1578463393,15.5580235270113,43.6919250488281,52.7928166701967,382.73318653545,1
243.293975735873,0.03996803987067,0.067020643276582,68.5447777184068,383.928453042621,5.60113353375894,9.99134826660156,67.816655718713,263.640761308045,1
259.885145040755,0.07068583470577,0.006981317007977,58.2438072760283,465.087265038629,7.985179657547,17.5068378448486,56.3402407903479,267.51744602835,1
250.0,0.068067840827779,-0.01535889741755,57.1724311622728,652.901349369076,11.4198633169183,17.7769813537598,55.7912695700096,278.308615158723,1
200.0,0.037699111843078,0.117286125734019,42.3166752874958,220.810906645982,5.21805896010999,10.6757640838623,40.9478822684684,218.034313090691,1
355.0,0.064053583548192,0.084473935796526,89.5584634546722,1033.85424506861,11.5439033363036,27.5626621246338,86.5765610934674,372.039956598463,1
272.0,0.091455252804503,0.004886921905584,63.7893803121922,718.946310198033,11.2706269708129,20.0855560302734,60.6907291187748,286.920220323999,1
341.620013108249,0.091978851580101,0.07400196028456,85.043028555804,1370.83806782394,16.119346771904,29.0289688110352,79.9351968069822,385.133459842267,1
160.322452510402,0.176976386152225,0.163362817986669,37.2171240005076,341.881462236264,9.1861333033579,30.8891639709473,20.7599103980379,187.566518243121,1
301.304399229084,0.109781209950443,0.035604716740684,64.6161999260858,942.773190633816,14.5903533744208,29.0456771850586,57.7200304354695,335.768458786601,1
155.0,0.172787595947439,0.118682389135614,38.9401684059518,415.111601023476,10.6602415453352,25.8365020751953,29.1343761789803,184.817040936767,1
144.0,0.120602251312808,0.046076692252651,19.6476695229356,70.4262388067353,3.58445762356313,18.1310138702393,7.56949311695308,160.37377029283,1
178.0,0.170867733770245,0.212930168743308,41.5421667584819,489.440520476331,11.7817764133932,35.7477951049805,21.1623933117683,215.905934171477,1
195.0,0.139102741383948,0.205250720034533,37.4621956231391,328.384051618994,8.76574493717508,35.0238265991211,13.2946502587342,232.587627673308,1
435.093166648053,0.07696902001295,0.161268422884276,123.597537588887,1342.27764758082,10.8600678764778,37.3847236633301,117.808037933162,433.202322143437,1
250.0,0.047123889803847,0.013962634015955,70.9070400206956,224.145787342118,3.16112176275722,9.10217571258545,70.320400448993,232.277628818534,1
339.508547609578,0.045378560551853,0.030019663134303,88.6298094262246,331.080390437653,3.73554216782159,19.8255805969238,87.6211804353633,307.79319366316,1
236.0,0.124616508592395,0.201760061530544,48.4511296285364,236.880111461064,4.88905239727472,36.0066223144531,32.4196702590704,244.965154560167,1
481.467149332211,0.078539816339745,0.016057029118348,79.0591615564525,1154.33823855934,14.6009420772199,33.9291305541992,71.4084391920259,501.893357584368,1
252.0,0.106116018521255,0.031415926535898,38.5442095271229,493.790422915422,12.8110143903185,25.541145324707,28.8670396588705,280.65829935001,1
172.515797253303,0.127234502470387,0.038397243543875,37.5436732244432,192.218147885445,5.1198545953756,19.3220806121826,32.1898208104931,174.933769953836,1
121.0,0.174183859349034,0.090757121103705,24.4371804081128,144.466513203215,5.91175048800861,22.0210800170898,10.5947082078457,141.766184893874,1
196.364864322707,0.182910505609006,0.142418866962737,54.5830802770298,843.262527485457,15.4491560975596,34.1494140625,42.5808653464641,239.94407278503,1
370.395724690931,0.10471975511966,0.0,115.923253115659,1308.12043044167,11.2843661239952,31.3670310974121,112.715101601012,365.977651261771,1
260.277521025484,0.079063415115343,0.032812189937493,58.8176114077378,277.259034285201,4.71387782756384,17.8686695098877,56.0376840227143,248.623412240774,1
544.654349472914,0.063704517697793,0.002094395102393,100.788080249327,1189.29023328602,11.7999095760529,29.4122219085693,96.580149981286,553.358209876738,1
310.0,0.174707458124632,0.165457213089062,98.5099614228755,2741.0320443757,27.8249225234108,49.3278617858887,85.270009837962,388.977808360343,1
274.99339586001,0.147131255943122,0.137531945057153,66.4579430417452,1217.41565100313,18.3185875951414,40.8496780395508,52.4210077296493,327.558638704083,1
281.323262907681,0.232303323440445,0.437728576400178,157.884181186736,5305.12320608109,33.6013599728937,46.384334564209,150.916891735852,398.895548842381,1
